data,competitor,name,group,weight,price,price_old,discount,insert,otzyvy,lock,article
2024-03-17,ЖИВОЙМЕД,цельный липовый мед урожай 2020г. выдержка 3 года *** vtl,,1200.0,4090,4306,0.95,Органический; чистый; традиционный,24.0,Липовый мягкий; тонкий аромат; Натуральный без ГМО,35501021
2024-03-17,Дикий Мед,мед натуральный с маточным молочком,,200.0,379,399,0.95,традиционный; мед крем; суфле,16.0,маточное молочко,212165450
2024-03-17,Правильный Мёд,мед натуральный башкирский лесной темный,,370.0,276,291,0.95,натуральный; лесной; башкирский,101.0,"цветочный; Яркий цветочно-травяной вкус; Не приторный, насыщенный",162877600
2024-03-17,вековая пасека,цветочный башкирский мед 500 гр,,500.0,472,497,0.95,традиционный,156.0,ванильное печенье; сладкий; медовый,146722122
2024-03-17,Bashpodarki,подарочный набор меда,,225.0,366,386,0.95,,547.0,ассорти; насыщенный; вкусный,194563986
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,2000.0,847,892,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,165755139
2024-03-17,Мёд семьи Мамдеевых,гречишный мёд с кедровой живицей,,1700.0,817,860,0.95,натуральный; Набор с медом; Башкирский Мед,91.0,ягодный; медовый; Сладкий без сахара,177380937
2024-03-17,Мёд семьи Мамдеевых,"чернокленовый мёд, подарочный набор, пп, к чаю",,5500.0,2876,3028,0.95,натуральный; Набор с медом; Башкирский Мед,767.0,ягодный; медовый; Сладкий без сахара,172939404
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,6800.0,2769,2915,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,177380951
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,734,773,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,13118284
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,360.0,709,747,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384928
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, постные сладости",,300.0,544,573,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,84410549
2024-03-17,Мёд семьи Мамдеевых,"гречишный мёд, подарочный набор, пп, зож",,1200.0,935,985,0.95,натуральный; Набор с медом; Башкирский Мед,2698.0,ягодный; медовый; Сладкий без сахара,165755142
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, полезные сладости, пп, зож",,1400.0,1180,1243,0.95,натуральный; Набор с медом; Башкирский Мед,467.0,ягодный; медовый; Сладкий без сахара,183594563
2024-03-17,ЖидковЕ,мед башкирская липа и цветок жидкова 1000+1000,,2000.0,1008,1062,0.95,цветочный мелкое зерно; липовый жидкий,10.0,липа; мёд,145382836
2024-03-17,Мёд семьи Мамдеевых,"таёжный мёд, подарочный набор, пп, к чаю",,600.0,576,607,0.95,натуральный; Набор с медом; Башкирский Мед,944.0,ягодный; медовый; Сладкий без сахара,172939402
2024-03-17,Пшадский мёд,мед акациевый натуральный без сахара ,,900.0,576,607,0.95,натуральный; гипоаллергенный; для детей,110.0,акация; белая акация; цветочный,193677541
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,711,749,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384940
2024-03-17,Мед и Конфитюр,мёд в сотах башкирское разнотравье 150 гр. 3шт,,,225,237,0.95,,5.0,,152563299
2024-03-17,Мед и Конфитюр,мёд в сотах башкирское разнотравье 2шт по 150 гр,,,224,236,0.95,,5.0,,144375427
2024-03-17,Мёд семьи Мамдеевых,гречишный мёд с кедровой живицей,,500.0,320,337,0.95,натуральный; Набор с медом; Башкирский Мед,91.0,ягодный; медовый; Сладкий без сахара,177380942
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, натуральные сладости",,360.0,564,594,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,84410547
2024-03-17,Пшадский мёд,мёд натуральный липовый без сахара,,900.0,523,551,0.95,традиционный; настоящий; липовый мёд,110.0,липовый; цветочный; терпкий с легкой горчинкой,207928580
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, 15 кг, пп продукты, к чаю",,15000.0,3825,4027,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,172939338
2024-03-17,БАЛ БАБАЙ,мед башкирский разнотравный,,1000.0,455,479,0.95,разнотравный; башкирский; сборный,115.0,насыщенный; терпкий; ароматный,204643841
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, витаминная бомба",,700.0,388,409,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,177380961
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, сладости к чаю",,360.0,611,644,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,84410550
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,855,900,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384934
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,526,554,0.95,натуральный; Набор с медом; Башкирский Мед,185.0,ягодный; медовый; Сладкий без сахара,84416151
2024-03-17,Мёд семьи Мамдеевых,"мёд белая акация, подарочный набор, пп, зож",,600.0,449,473,0.95,натуральный; Набор с медом; Башкирский Мед,5683.0,ягодный; медовый; Сладкий без сахара,165755150
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,812,855,0.95,натуральный; Набор с медом; Башкирский Мед,119.0,ягодный; медовый; Сладкий без сахара,158384944
2024-03-17,Мёд семьи Мамдеевых,гречишный мёд с кедровой живицей,,1000.0,539,568,0.95,натуральный; Набор с медом; Башкирский Мед,91.0,ягодный; медовый; Сладкий без сахара,177380932
2024-03-17,Башкирские пасеки,ассорти орехов в натуральном меде,,360.0,466,491,0.95,Цветочный Разнотравный Горный Луговой Лесной,329.0,сладкий; насыщенный,99002318
2024-03-17,Ёлки Пчёлки,мед натуральный цветочный,,1200.0,503,530,0.95,традиционный; разнотравный; луговой,384.0,медовый; разнообразие вкусов; сладкий,146048009
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,824,868,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,77513015
2024-03-17,вековая пасека,мед натуральный 1 кг с пасеки,,,733,772,0.95,,156.0,,146723184
2024-03-17,Мёд семьи Мамдеевых,"мёд желтая акация, полезные сладости, пп, зож",,450.0,335,353,0.95,натуральный; Набор с медом; Башкирский Мед,1616.0,ягодный; медовый; Сладкий без сахара,183594538
2024-03-17,ЖИВОЙМЕД,живоймед сырой башкирский мед липовый выдержка 2 года vtl,,140.0,1196,1259,0.95,традиционный; некупажированный,64.0,нежный; тонкий; изысканный,47602741
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,360.0,694,731,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384920
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,1200.0,731,770,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,165755122
2024-03-17,Башкирские пасеки,гречишный мёд сотка 250 г,,,269,284,0.95,мед; натуральный,1.0,,150749904
2024-03-17,Мёд семьи Мамдеевых,"мед с прополисом, натуральный,без сахара",,1700.0,795,837,0.95,натуральный; Набор с медом; Башкирский Мед,1674.0,ягодный; медовый; Сладкий без сахара,33099209
2024-03-17,Мёд семьи Мамдеевых,"боярышниковый мёд, подарочный набор, пп, зож",,600.0,482,508,0.95,натуральный; Набор с медом; Башкирский Мед,2471.0,ягодный; медовый; Сладкий без сахара,160068695
2024-03-17,Башкирский гостинец. KUCHTENECH,медовый подарочный набор 2*250,,480.0,672,708,0.95,цветочный и липовый,28.0,фруктовый,25396856
2024-03-17,Мёд семьи Мамдеевых,"мёд с кедровой живицей, подарочный набор, пп, зож",,1200.0,888,935,0.95,натуральный; Набор с медом; Башкирский Мед,5012.0,ягодный; медовый; Сладкий без сахара,165755149
2024-03-17,,"мёд с мумие, подарочный набор, пп, зож",,3800.0,1374,1447,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,165755123
2024-03-17,Правильный Мёд,башкирский мед липовый ,,1000.0,607,639,0.95,натуральный; липовый; башкирский,125.0,липовый; яркий; неприторный,56277882
2024-03-17,Таирбекова,мед дикий бортевой   с башкортостана,,,1565,1648,0.95,,265.0,сладкий; полезный,144931508
2024-03-17,Мёд семьи Мамдеевых,"луговой мед, натуральный эко-продукт",,1700.0,666,702,0.95,натуральный; Набор с медом; Башкирский Мед,1400.0,ягодный; медовый; Сладкий без сахара,33099212
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,586,617,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,43399168
2024-03-17,Башкирский гостинец. KUCHTENECH,"медовый подарочный набор №5 ""чайная церемония""",,1500.0,1139,1199,0.95,традиционный,1.0,сладкий; медовый,147632464
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти",,3800.0,1719,1810,0.95,натуральный; Набор с медом; Башкирский Мед,173.0,ягодный; медовый; Сладкий без сахара,83495206
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, постные сладости",,360.0,561,591,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,84410551
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,728,767,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384938
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,900.0,583,614,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,183594456
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор натурального меда, без сахара",,1400.0,1730,1822,0.95,натуральный; Набор с медом; Башкирский Мед,6326.0,ягодный; медовый; Сладкий без сахара,83485034
2024-03-17,Мёд семьи Мамдеевых,"майский мед, 1700 г",,1700.0,887,934,0.95,натуральный; Набор с медом; Башкирский Мед,957.0,ягодный; медовый; Сладкий без сахара,33099173
2024-03-17,Антон МедоВ,мед липовый натуральный 2.2 кг без сахара 2023 г.,,2200.0,1334,1405,0.95,полезные сладости; крем мед суфле; продукты питания,360.0,медовый; разнотравье; нежный,171723357
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,834,878,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384931
2024-03-17,Таирбекова,мед дикий бортевой   с башкортостана,,500.0,903,951,0.95,,265.0,сладкий; медовый,144931507
2024-03-17,Мёд с пасеки Исламова,"мед цветочный пчелиный, башкирский натуральный, вкусные подарки, полезные сладости, сбор 2021",,,311,328,0.95,,2.0,,64053191
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие стронг, двойное мумиё",,2000.0,943,993,0.95,горный; луговой; разнотравный,733.0,ягодный; натуральный; сладкий медовый,85676540
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,5500.0,2746,2891,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,165755151
2024-03-17,ЖИВОЙМЕД,башкирский мед липовый vtl,,1400.0,2912,3066,0.95,Необработанный; Башкирский натуральный мед,72.0,Характерный Липовый; насыщенный; цветки липы,97645275
2024-03-17,ЖИВОЙМЕД,живоймед cырой нефильтрованный башкирский липовый мед **,,1400.0,3601,3791,0.95,традиционный; некупажированный,64.0,нежный; тонкий; изысканный,43246930
2024-03-17,Башкирские пасеки,"мёд башкирские пасеки цветочный натуральный 550 г
",,550.0,1636,1723,0.95,традиционный,1.0,цветочный,205997334
2024-03-17,ЖИВОЙМЕД,цельный башкирский мед с липы выдержанный vtl,,700.0,2387,2513,0.95,Натуральный мед; Липовый Горный Башкирский Мед,53.0,натуральный; тонкий аромат; благородный,99985194
2024-03-17,вековая пасека,мед с цельным миндалём 250 гр,,250.0,364,384,0.95,традиционный,165.0,,146712547
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, подарочный набор, пп, зож",,600.0,712,750,0.95,натуральный; Набор с медом; Башкирский Мед,4.0,ягодный; медовый; Сладкий без сахара,165755154
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,1350.0,892,939,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,183594457
2024-03-17,Мёд семьи Мамдеевых,"подсолнечный мёд, продукты без сахара",,300.0,296,312,0.95,натуральный; Набор с медом; Башкирский Мед,693.0,ягодный; медовый; Сладкий без сахара,172939350
2024-03-17,ЖидковЕ,мед башкирская липа жидкова,,500.0,480,506,0.95,гранулы,24.0,мед,61648424
2024-03-17,Мёд семьи Мамдеевых,"дягилевый мёд, подарочный набор, пп, зож",,600.0,525,553,0.95,натуральный; Набор с медом; Башкирский Мед,569.0,ягодный; медовый; Сладкий без сахара,165755178
2024-03-17,Мёд семьи Мамдеевых,"таёжный мёд, подарочный набор, пп, к чаю",,13600.0,4979,5242,0.95,натуральный; Набор с медом; Башкирский Мед,944.0,ягодный; медовый; Сладкий без сахара,172939381
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,950.0,1917,2018,0.95,натуральный; Набор с медом; Башкирский Мед,119.0,ягодный; медовый; Сладкий без сахара,158384955
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,870,916,0.95,натуральный; Набор с медом; Башкирский Мед,119.0,ягодный; медовый; Сладкий без сахара,158384946
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,360.0,813,856,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384924
2024-03-17,ЖИВОЙМЕД,необработанный башкирский мед с липы,,500.0,1727,1818,0.95,ЦЕЛЕБНЫЙ; Дикий мед; Необработанный,20.0,липа,43246349
2024-03-17,Мед и Конфитюр,дикий мёд башкирский 500гр,,,593,625,0.95,,18.0,Насыщенный вкус и аромат; сладкий; без сахара,122329724
2024-03-17,,мед берестов а.с. башкирхан липовый 500 г,,,1833,1930,0.95,,1.0,,184054472
2024-03-17,,мед дикий мед башкирский цветок 300 г,,,647,682,0.95,,,,184054470
2024-03-17,Мёд семьи Мамдеевых,"мёд желтая акация, подарочный набор, пп, зож",,5500.0,2394,2520,0.95,натуральный; Набор с медом; Башкирский Мед,1616.0,ягодный; медовый; Сладкий без сахара,165755175
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, полезные сладости, пп, зож",,2000.0,1663,1751,0.95,натуральный; Набор с медом; Башкирский Мед,467.0,ягодный; медовый; Сладкий без сахара,183594566
2024-03-17,Мёд семьи Мамдеевых,"мёд белая акация, подарочный набор, пп, зож",,1200.0,775,816,0.95,натуральный; Набор с медом; Башкирский Мед,5683.0,ягодный; медовый; Сладкий без сахара,165755128
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, подарочный набор, пп, зож",,900.0,1039,1094,0.95,натуральный; Набор с медом; Башкирский Мед,467.0,ягодный; медовый; Сладкий без сахара,183594554
2024-03-17,Мёд семьи Мамдеевых,"мёд желтая акация, подарочный набор, пп, зож",,900.0,682,718,0.95,натуральный; Набор с медом; Башкирский Мед,1616.0,ягодный; медовый; Сладкий без сахара,183594531
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, подарочный набор, пп, зож",,1350.0,1539,1620,0.95,натуральный; Набор с медом; Башкирский Мед,467.0,ягодный; медовый; Сладкий без сахара,183594555
2024-03-17,Мёд семьи Мамдеевых,"дикий мёд, полезные сладости, пп, зож",,1700.0,1377,1450,0.95,натуральный; Набор с медом; Башкирский Мед,467.0,ягодный; медовый; Сладкий без сахара,183594565
2024-03-17,Мёд семьи Мамдеевых,"мёд желтая акация, подарочный набор, пп, зож",,1800.0,1324,1394,0.95,натуральный; Набор с медом; Башкирский Мед,1616.0,ягодный; медовый; Сладкий без сахара,183594534
2024-03-17,Мёд семьи Мамдеевых,"горный липовый мёд, подарочный набор, пп, зож",,1200.0,1046,1102,0.95,натуральный; Набор с медом; Башкирский Мед,3227.0,ягодный; медовый; Сладкий без сахара,160068667
2024-03-17,Мёд семьи Мамдеевых,"лесной мёд, подарочный набор, пп, к чаю",,1200.0,1018,1072,0.95,натуральный; Набор с медом; Башкирский Мед,1.0,ягодный; медовый; Сладкий без сахара,172939349
2024-03-17,Мёд семьи Мамдеевых,"чернокленовый мёд, подарочный набор, пп, к чаю",,600.0,605,637,0.95,натуральный; Набор с медом; Башкирский Мед,767.0,ягодный; медовый; Сладкий без сахара,172939387
2024-03-17,Башкирская Медовня,"медовый набор ""пчелка""  40 грамм х 5 шт",,200.0,360,379,0.95,липовый; цветочный; донниковый,334.0,,87660395
2024-03-17,Башкирская Медовня,мёд натуральный липовый 500 грамм стекло,,500.0,421,444,0.95,Липовый Горный Башкирский Мед,125.0,цветочный,110655324
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,929,978,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,15027746
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,885,932,0.95,натуральный; Набор с медом; Башкирский Мед,751.0,ягодный; медовый; Сладкий без сахара,158384932
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти , зож",,480.0,878,925,0.95,натуральный; Набор с медом; Башкирский Мед,119.0,ягодный; медовый; Сладкий без сахара,158384942
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,833,877,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,28492744
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие стронг, двойное мумиё",,1400.0,637,671,0.95,горный; луговой; разнотравный,733.0,ягодный; натуральный; сладкий медовый,85675413
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,430.0,975,1027,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,85672398
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,752,792,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28492727
2024-03-17,Мёд семьи Мамдеевых,"мёд белая акация, подарочный набор, пп, зож",,900.0,584,615,0.95,натуральный; Набор с медом; Башкирский Мед,5683.0,ягодный; медовый; Сладкий без сахара,183594593
2024-03-17,ЖИВОЙМЕД,сырой башкирский мед с липы,,1400.0,2845,2995,0.95,традиционный; некупажированный,64.0,нежный; тонкий; изысканный,97646005
2024-03-17,ЖИВОЙМЕД,башкирский мед сырой липа vtl 2022,,1000.0,1731,1823,0.95,традиционный; некупажированный,64.0,нежный; тонкий; изысканный,131891082
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,816,859,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,85675418
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,925,974,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28485140
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,905,953,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,28492743
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,715,753,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28876493
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,650,685,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28876396
2024-03-17,ЖИВОЙМЕД,живоймед башкирский забрус пчелиный для жевания детям 600гр,,600.0,3589,3778,0.95,,34.0,липа; мята; прополис,35502287
2024-03-17,ЖИВОЙМЕД,цельный башкирский мед липовый vtl урожай 2022,,1000.0,1505,1585,0.95,традиционный,72.0,Характерный Липовый; насыщенный; цветки липы,132462674
2024-03-17,ЖИВОЙМЕД,цельный башкирский мед липовый урожая 2022 vtl,,500.0,970,1022,0.95,традиционный,72.0,Характерный Липовый; насыщенный; цветки липы,132458992
2024-03-17,Пасека Якупова Рината,башкирский горный липовый мед сбор 2023,,1000.0,660,695,0.95,мед натуральный; вегетарианский; суперфуд,295.0,полезные сладости без сахара; постные продукты питания; мед органический липовый,40152356
2024-03-17,Дикий Мед,мед натуральный цветочный с чагой,,200.0,402,424,0.95,мед крем; мусс; суфле,16.0,чага,215043063
2024-03-17,Ёлки Пчёлки,полевой мед натуральный,,1200.0,546,575,0.95,традиционный,384.0,цветочный; мёд,182251365
2024-03-17,Антон МедоВ,мед майский натуральный 500 г. без сахара 2023 г.,,500.0,375,395,0.95,традиционный; крем мед суфле; продукты питания,23.0,медовый; сладкий; нежный,12179131
2024-03-17,Пасеки Макушкина,"башкирский мёд цветочный, сбор 2023 г, 1000 г",,1000.0,439,463,0.95,традиционный,22.0,мёд,15523743
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие стронг, двойное мумиё",,450.0,376,396,0.95,горный; луговой; разнотравный,733.0,ягодный; натуральный; сладкий медовый,85676545
2024-03-17,Мёд семьи Мамдеевых,"майский мед, 1400 г",,1400.0,691,728,0.95,натуральный; Набор с медом; Башкирский Мед,957.0,ягодный; медовый; Сладкий без сахара,13118269
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,580,611,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28492749
2024-03-17,Мёд семьи Мамдеевых,"луговой мед, натуральный эко-продукт",,1400.0,555,585,0.95,натуральный; Набор с медом; Башкирский Мед,1400.0,ягодный; медовый; Сладкий без сахара,13118267
2024-03-17,Мёд семьи Мамдеевых,подарочный набор мёд с мумие стронг,,2100.0,1208,1272,0.95,горный; луговой; разнотравный,733.0,ягодный; натуральный; сладкий медовый,87972593
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,616,649,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,13118283
2024-03-17,Мед и Конфитюр,мед с кунжутом 230 гр.,,230.0,349,368,0.95,традиционный,1595.0,Насыщенный вкус и аромат; сладкий; без сахара,7906346
2024-03-17,Мёд семьи Мамдеевых,"мед с прополисом, натуральный,без сахара",,1400.0,686,723,0.95,натуральный; Набор с медом; Башкирский Мед,1674.0,ягодный; медовый; Сладкий без сахара,13118273
2024-03-17,Мёд семьи Мамдеевых,"майский мед, 15 кг",,15000.0,4759,5010,0.95,натуральный; Набор с медом; Башкирский Мед,957.0,ягодный; медовый; Сладкий без сахара,80111453
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,912,960,0.95,натуральный; Набор с медом; Башкирский Мед,971.0,ягодный; сладкий; медовый,28876473
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,,1041,1096,0.95,натуральный; Набор с медом; Башкирский Мед,128.0,ягодный; медовый; Сладкий без сахара,84416141
2024-03-17,Антон МедоВ,мёд рапсовый натуральный 500 г. без сахара 2023 г.,,500.0,295,311,0.95,крем мед суфле; продукты питания; полезные сладости,194.0,медовый; нежный; разнотравье,12179141
2024-03-17,Мёд семьи Мамдеевых,"мёд желтая акация, подарочный набор, пп, зож",,600.0,486,512,0.95,натуральный; Набор с медом; Башкирский Мед,1616.0,ягодный; медовый; Сладкий без сахара,165755143
2024-03-17,Bashpodarki,мед подарочный,,225.0,366,386,0.95,,547.0,ассорти; насыщенный; вкусный,147125892
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,838,883,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,28876444
2024-03-17,Bashpodarki,подарочный набор меда,,225.0,366,386,0.95,,547.0,ассорти; насыщенный; вкусный,147126434
2024-03-17,ЖИВОЙМЕД,"цельный башкирский мед липовый, выдержка 2 года ** vtl",,1400.0,3812,4013,0.95,башкирский; натуральный; липовый,72.0,Характерный Липовый; насыщенный; цветки липы,43247510
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,5700.0,2141,2254,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,165755180
2024-03-17,Башкирская Медовня,мёд натуральный  подсолнечниковый 4200 грамм,,4200.0,1099,1157,0.95,подсолнечниковый,151.0,Приятный терпкий вкус,89122882
2024-03-17,Дикий Мед,"мед натуральный "" ромашка "" с малиной",,200.0,402,424,0.95,традиционный; мед крем; суфле,16.0,малина,212162919
2024-03-17,Дикий Мед,"мед натуральный ""детокс"" сеннол ",,200.0,402,424,0.95,,16.0,мята,212158181
2024-03-17,Bashpodarki,башкирский настоящий мед подарок ,,460.0,459,484,0.95,традиционный; настоящий; башкирский,232.0,Терпкий аромат гречи; Насыщенный вкус и аромат; Нежный с цветочными и травяными нотами,42745468
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,968,1019,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,33099215
2024-03-17,ЖИВОЙМЕД,живоймед сырой башкирский мед липовый выдержка 2 года,,500.0,2109,2220,0.95,традиционный; некупажированный,64.0,нежный; тонкий; изысканный,47313682
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,2100.0,1135,1195,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,183594458
2024-03-17,Мёд семьи Мамдеевых,"горный липовый мёд, подарочный набор, пп, зож",,900.0,753,793,0.95,натуральный; Набор с медом; Башкирский Мед,3227.0,ягодный; медовый; Сладкий без сахара,183594438
2024-03-17,Мёд семьи Мамдеевых,"мёд с имбирем и куркумой, подарочный набор, пп, зож",,5500.0,2463,2593,0.95,натуральный; Набор с медом; Башкирский Мед,566.0,ягодный; медовый; Сладкий без сахара,165755176
2024-03-17,Мёд семьи Мамдеевых,гречишный мёд с кедровой живицей,,5500.0,3255,3427,0.95,натуральный; Набор с медом; Башкирский Мед,91.0,ягодный; медовый; Сладкий без сахара,177380924
2024-03-17,Мёд семьи Мамдеевых,"мёд с мумие, подарочный набор, пп, зож",,2800.0,1500,1579,0.95,натуральный; Набор с медом; Башкирский Мед,7566.0,ягодный; медовый; Сладкий без сахара,183594460
2024-03-17,Мёд семьи Мамдеевых,"мёд с имбирем и куркумой, подарочный набор, пп, зож",,1200.0,898,946,0.95,натуральный; Набор с медом; Башкирский Мед,566.0,ягодный; медовый; Сладкий без сахара,165755159
2024-03-17,Мёд семьи Мамдеевых,"подарочный набор меда, ассорти медов",,600.0,884,931,0.95,натуральный; Набор с медом; Башкирский Мед,727.0,ягодный; сладкий; медовый,177381003
